Track Name,Instrument
024__0355__2,cla
0490__2,flu
0391__3,flu
0391__3,cla
051__0413__3,flu
0346__1,flu
0346__1,cla
040__0409__3,flu
0404__1,flu
0347__3,flu
0347__3,cla
0456__2,flu
0432__3,flu
057__0407__3,flu
0363__2,flu
0363__2,cla
0383__1,flu
0383__1,cla
0401__1,flu
0401__1,cla
0458__1,flu
0434__2,flu
0434__2,cla
0377__3,flu
0377__3,cla
0433__2,flu
0433__2,cla
0406__3,flu
0503__2,flu
160__0422__2,flu
0386__3,flu
0386__3,cla
0387__3,flu
0439__3,flu
0439__3,cla
0402__3,flu
0402__3,cla
0374__1,flu
0461__1,flu
040__0409__2,flu
051__0413__2,flu
0398__2,flu
0393__2,flu
0393__2,cla
0472__2,flu
0477__2,flu
0361__3,flu
0361__3,cla
0361__1,flu
0361__1,cla
0457__1,flu
0439__2,flu
0439__2,cla
009__0410__3,flu
0381__2,flu
0488__3,flu
0358__2,flu
150__0417__2,flu
0466__2,flu
0429__3,flu
0429__3,cla
0395__1,flu
0365__1,flu
0497__1,flu
0406__1,flu
0466__1,flu
0430__3,flu
0430__3,cla
0453__1,flu
0467__1,flu
0360__2,flu
139__0411__3,flu
0451__2,flu
0459__3,flu
0470__3,flu
0441__1,flu
0441__1,cla
008__0393__2,flu
008__0393__2,cla
0366__2,flu
0366__2,cla
0394__3,flu
0394__3,cla
033__0415__2,flu
0476__3,flu
0452__2,flu
0513__3,flu
0392__2,flu
0374__2,flu
0490__1,flu
0372__3,flu
0484__2,flu
0381__1,flu
0461__3,flu
008__0393__1,flu
008__0393__1,cla
0377__1,flu
0377__1,cla
0388__3,flu
0452__1,flu
0425__3,flu
0425__3,cla
0349__1,flu
0349__1,cla
018__0421__2,flu
0451__3,flu
0424__3,flu
0351__3,flu
0351__3,cla
0472__1,flu
0434__3,flu
0434__3,cla
0355__2,flu
0355__2,cla
0360__3,flu
0375__1,flu
0399__3,flu
0399__3,cla
0392__1,flu
0404__3,flu
0483__3,flu
0376__1,flu
0376__1,cla
061__0419__2,flu
0497__3,flu
0360__1,flu
0496__2,flu
0403__2,flu
0503__3,flu
0390__2,flu
0390__2,cla
0405__1,flu
0501__2,flu
105__0414__1,flu
0400__2,flu
0400__2,cla
0439__1,flu
0439__1,cla
0495__1,flu
0456__3,flu
139__0411__1,flu
0504__2,flu
0388__1,flu
0499__2,flu
0429__1,flu
0429__1,cla
0453__2,flu
0494__1,flu
0359__1,flu
0359__1,cla
0395__3,flu
0375__2,flu
0460__3,flu
0427__2,flu
0427__2,cla
0390__1,flu
0390__1,cla
057__0407__1,flu
0451__1,flu
058__0775__2,flu
0482__2,flu
0502__2,flu
0475__1,flu
0440__2,flu
0440__2,cla
0438__2,flu
0438__2,cla
0383__3,flu
0383__3,cla
0397__1,flu
0397__1,cla
030__0373__3,flu
030__0373__3,cla
0354__3,flu
0447__2,flu
0488__1,flu
0403__1,flu
0370__3,flu
0370__3,cla
0399__1,flu
0399__1,cla
0397__3,flu
0397__3,cla
0389__3,flu
0389__3,cla
0382__3,flu
0382__3,cla
0350__3,flu
0350__3,cla
0357__2,flu
0357__2,cla
0380__3,flu
0402__1,flu
0402__1,cla
0453__3,flu
0491__3,flu
0406__2,flu
0431__2,flu
0431__2,cla
151__0418__3,flu
0504__3,flu
0362__3,flu
0362__3,cla
0470__1,flu
0489__1,flu
0467__3,flu
0513__2,flu
0396__2,flu
0396__2,cla
0369__2,flu
0369__2,cla
0365__3,flu
0487__1,flu
058__0775__1,flu
0424__2,flu
0440__3,flu
0440__3,cla
0403__3,flu
0364__2,flu
0435__1,flu
0435__1,cla
150__0417__1,flu
0398__3,flu
0466__3,flu
061__0419__1,flu
0366__1,flu
0366__1,cla
0448__2,flu
0431__1,flu
0431__1,cla
093__0420__3,flu
0437__2,flu
0437__2,cla
0477__1,flu
155__0416__1,flu
0382__2,flu
0382__2,cla
0501__3,flu
0370__2,flu
0370__2,cla
159__0412__1,flu
151__0418__2,flu
0367__1,flu
0367__1,cla
0483__2,flu
0379__1,flu
0428__3,flu
0428__3,cla
0385__3,flu
0385__3,cla
0372__2,flu
0388__2,flu
0370__1,flu
0370__1,cla
0366__3,flu
0366__3,cla
0405__2,flu
0462__2,flu
0442__2,flu
0442__2,cla
0356__2,flu
033__0415__3,flu
0446__2,flu
0393__3,flu
0393__3,cla
0458__3,flu
0380__1,flu
0442__3,flu
0442__3,cla
0444__1,flu
0446__3,flu
0354__1,flu
0445__1,flu
0457__2,flu
0386__2,flu
0386__2,cla
0491__2,flu
0498__1,flu
0465__3,flu
0353__1,flu
0353__1,cla
024__0355__1,flu
024__0355__1,cla
0428__1,flu
0428__1,cla
0476__1,flu
0467__2,flu
0485__1,flu
0353__3,flu
0353__3,cla
160__0422__1,flu
0359__2,flu
0359__2,cla
051__0413__1,flu
0513__1,flu
0353__2,flu
0353__2,cla
0379__2,flu
0492__1,flu
0364__1,flu
0444__3,flu
030__0373__2,flu
030__0373__2,cla
0473__3,flu
0499__3,flu
040__0409__1,flu
0394__1,flu
0394__1,cla
0394__2,flu
0394__2,cla
0494__2,flu
0423__2,flu
0400__3,flu
0400__3,cla
0368__2,flu
0368__2,cla
018__0421__3,flu
0487__2,flu
155__0416__3,flu
0441__3,flu
0441__3,cla
044__0408__1,flu
0376__2,flu
0376__2,cla
044__0408__3,flu
0358__1,flu
0500__1,flu
0363__1,flu
0363__1,cla
0455__3,flu
0378__1,flu
0378__1,cla
0373__3,flu
0373__3,cla
0471__3,flu
0362__1,flu
0362__1,cla
0485__2,flu
0512__1,flu
0461__2,flu
0379__3,flu
0498__2,flu
0400__1,flu
0400__1,cla
0427__1,flu
0427__1,cla
155__0416__2,flu
057__0407__2,flu
0452__3,flu
0395__2,flu
0482__1,flu
0455__2,flu
040__0713__1,gac
0736__2,gac
0684__2,gac
0559__2,gac
0733__3,gac
0565__2,gac
0737__2,gac
0607__2,gac
0601__3,gac
0618__1,gac
0724__3,gac
0534__1,gac
068__0774__2,gac
0532__2,gac
0594__1,gac
0697__3,gac
0706__1,gac
0667__3,gac
0667__3,cla
0563__1,gac
0563__1,cla
0732__2,gac
0584__1,gac
0544__3,gac
0691__2,gac
0546__3,gac
0600__3,gac
0600__3,cla
0606__2,gac
014__0770__1,gac
0547__2,gac
0564__1,gac
0596__1,gac
0596__1,cla
0538__2,gac
0727__1,gac
0547__3,gac
0609__3,gac
0609__3,cla
0532__1,gac
0639__1,gac
0662__2,gac
0662__2,cla
0620__3,gac
218__0768__2,gac
0577__2,gac
195__0773__3,gac
0655__2,gac
0617__1,gac
0603__1,gac
0700__2,gac
0655__3,gac
0597__2,gac
0734__2,gac
158__0766__1,gac
0695__3,gac
0702__3,gac
0530__2,gac
0530__2,cla
0703__1,gac
133__0808__2,gac
0562__1,gac
0562__1,cla
0686__1,gac
046__0709__1,gac
0543__1,gac
0524__1,gac
0657__1,gac
016__0671__3,gac
0576__1,gac
0575__2,gac
0575__2,cla
0734__3,gac
0669__2,gac
0645__1,gac
0650__2,gac
0726__2,gac
0564__3,gac
0688__1,gac
0616__1,gac
0559__1,gac
0615__1,gac
0615__1,cla
0569__2,gac
0702__1,gac
0622__1,gac
0680__3,gac
0528__2,gac
0528__2,cla
0594__2,gac
0690__2,gac
0705__1,gac
0530__3,gac
0530__3,cla
0647__3,gac
0561__2,gac
0561__2,cla
0655__1,gac
0697__2,gac
0582__3,gac
0582__3,cla
0532__3,gac
133__0808__1,gac
0597__1,gac
150__0712__1,gac
195__0773__2,gac
0599__2,gac
0566__1,gac
0583__1,gac
0587__1,gac
0596__3,gac
0596__3,cla
0554__3,gac
0554__3,cla
068__0774__3,gac
0638__1,gac
0634__2,gac
0634__2,cla
0616__2,gac
0666__3,gac
0666__3,cla
0557__1,gac
0540__2,gac
0540__2,cla
0730__2,gac
0602__2,gac
0681__3,gac
0571__3,gac
0553__1,gac
0553__1,cla
0614__2,gac
0520__1,gac
0658__3,gac
0658__3,cla
0579__3,gac
0579__3,cla
0693__2,gac
0662__3,gac
0662__3,cla
0593__2,gac
082__0670__1,gac
0631__3,gac
0631__3,cla
0546__1,gac
0584__2,gac
0664__1,gac
0664__1,cla
0605__3,gac
0604__3,gac
0522__1,gac
0585__2,gac
0585__2,cla
0566__2,gac
0604__2,gac
0559__3,gac
0722__1,gac
176__0772__1,gac
0518__2,gac
0518__2,cla
0536__3,gac
0550__1,gac
0733__1,gac
0658__1,gac
0658__1,cla
0586__2,gac
0586__2,cla
0731__2,gac
0538__3,gac
0556__2,gac
0687__1,gac
0570__3,gac
0641__3,gac
0633__3,gac
0633__3,cla
0616__3,gac
0689__2,gac
0599__1,gac
0642__1,gac
0727__3,gac
0677__3,gac
0588__1,gac
0588__1,cla
0595__2,gac
0595__2,cla
0549__2,gac
0621__1,gac
0580__2,gac
0625__2,gac
0669__1,gac
0697__1,gac
182__0711__2,gac
0646__3,gac
0527__2,gac
0527__2,cla
014__0770__3,gac
0731__1,gac
0568__2,gac
0546__2,gac
0666__1,gac
0666__1,cla
159__0718__3,gac
0596__2,gac
0596__2,cla
0646__2,gac
054__0763__1,gac
051__0624__3,gac
0520__2,gac
137__0717__2,gac
0630__1,gac
0542__1,gac
0542__1,cla
0554__1,gac
0554__1,cla
0578__3,gac
0721__2,gac
0564__2,gac
0530__1,gac
0530__1,cla
0720__2,gac
0585__3,gac
0585__3,cla
0598__1,gac
0611__2,gac
0569__3,gac
202__0673__1,gac
0545__1,gac
0635__2,gac
0635__2,cla
0566__3,gac
0526__2,gac
0526__2,cla
0687__2,gac
0620__1,gac
0619__2,gac
0619__2,cla
0574__1,gac
0635__3,gac
0635__3,cla
0518__3,gac
0518__3,cla
0567__2,gac
0661__1,gac
0661__1,cla
0706__2,gac
158__0766__3,gac
0537__1,gac
0595__3,gac
0595__3,cla
0722__3,gac
0637__3,gac
0571__1,gac
0601__2,gac
0629__2,gac
0605__2,gac
0617__2,gac
0580__1,gac
0535__3,gac
0618__2,gac
0695__2,gac
0732__1,gac
0701__3,gac
0688__2,gac
176__0772__3,gac
0631__1,gac
0631__1,cla
0654__2,gac
0679__2,gac
133__0808__3,gac
0614__3,gac
0527__1,gac
0527__1,cla
0665__1,gac
0665__1,cla
0634__3,gac
0634__3,cla
0552__3,gac
0552__3,cla
0699__2,gac
0615__2,gac
0615__2,cla
0732__3,gac
159__0718__1,gac
0704__3,gac
0720__3,gac
0583__2,gac
0723__3,gac
0628__1,gac
0729__2,gac
092__0525__3,gac
0641__1,gac
0539__2,gac
0543__3,gac
0561__3,gac
0561__3,cla
159__0718__2,gac
0560__1,gac
0662__1,gac
0662__1,cla
0537__3,gac
0555__3,gac
0555__3,cla
0644__3,gac
0580__3,gac
0622__3,gac
174__0716__3,gac
052__0769__3,gac
0728__1,gac
0560__2,gac
080__0672__1,gac
110__0771__1,gac
0556__1,gac
0729__1,gac
0626__3,gac
0633__1,gac
0633__1,cla
0692__3,gac
150__0712__3,gac
0590__2,gac
0590__2,cla
0663__1,gac
0663__1,cla
131__0767__2,gac
110__0771__3,gac
202__0673__2,gac
0637__2,gac
0667__1,gac
0667__1,cla
0678__2,gac
200__0714__1,gac
0540__3,gac
0540__3,cla
054__0763__3,gac
154__0765__3,gac
0555__2,gac
0555__2,cla
0562__2,gac
0562__2,cla
0557__3,gac
0570__2,gac
0597__3,gac
0561__1,gac
0561__1,cla
0617__3,gac
0582__1,gac
0582__1,cla
0705__3,gac
0640__2,gac
0531__3,gac
0736__1,gac
0585__1,gac
0585__1,cla
0603__2,gac
0663__3,gac
0663__3,cla
0679__1,gac
051__0624__1,gac
168__0674__3,gac
0661__3,gac
0661__3,cla
0696__2,gac
0555__1,gac
0555__1,cla
0701__2,gac
0569__1,gac
0589__1,gac
0574__2,gac
0551__1,gac
0551__1,cla
0582__2,gac
0582__2,cla
0632__1,gac
0632__1,cla
0658__2,gac
0658__2,cla
0534__2,gac
195__0773__1,gac
0600__1,gac
0600__1,cla
0615__3,gac
0615__3,cla
046__0709__3,gac
0700__1,gac
0699__1,gac
0628__2,gac
054__0763__2,gac
082__0670__3,gac
0690__3,gac
0737__1,gac
0644__2,gac
0584__3,gac
0723__2,gac
0523__1,gac
0599__3,gac
0567__1,gac
0626__1,gac
0572__3,gac
0572__3,cla
0629__1,gac
0540__1,gac
0540__1,cla
0642__2,gac
0562__3,gac
0562__3,cla
0589__2,gac
0541__1,gac
137__0717__3,gac
0665__2,gac
0665__2,cla
0704__2,gac
0629__3,gac
187__0623__3,gac
0604__1,gac
0535__1,gac
0602__1,gac
0664__3,gac
0664__3,cla
0608__3,gac
0608__3,cla
0698__2,gac
0523__2,gac
0625__1,gac
0607__3,gac
0533__1,gac
0533__1,cla
0643__3,gac
0734__1,gac
0681__1,gac
0631__2,gac
0631__2,cla
0557__2,gac
0728__3,gac
0579__2,gac
0579__2,cla
0633__2,gac
0633__2,cla
0690__1,gac
0644__1,gac
0680__1,gac
0725__1,gac
0527__3,gac
0527__3,cla
0611__1,gac
0627__3,gac
0544__2,gac
0654__1,gac
0539__1,gac
0639__2,gac
0707__3,gac
0563__3,gac
0563__3,cla
0696__3,gac
0558__1,gac
0694__1,gac
0576__3,gac
082__0670__2,gac
052__0769__2,gac
0659__2,gac
0659__2,cla
0647__2,gac
0535__2,gac
0700__3,gac
0728__2,gac
0608__2,gac
0608__2,cla
0703__2,gac
0556__3,gac
0586__1,gac
0586__1,cla
0575__1,gac
0575__1,cla
0652__1,gac
0692__1,gac
0579__1,gac
0579__1,cla
0565__1,gac
0552__2,gac
0552__2,cla
0576__2,gac
0634__1,gac
0634__1,cla
170__0628__1,gac
0654__3,gac
154__0765__2,gac
0730__1,gac
0678__3,gac
0660__3,gac
0526__3,gac
0526__3,cla
0677__1,gac
0525__3,gac
170__0628__2,gac
0575__3,gac
0575__3,cla
068__0774__1,gac
045__0823__2,gac
137__0717__1,gac
122__0715__2,gac
0727__2,gac
0681__2,gac
045__0823__1,gac
0704__1,gac
0524__3,gac
0725__2,gac
0707__2,gac
046__0709__2,gac
0652__3,gac
0682__1,gac
0548__3,gac
0548__3,cla
016__0671__1,gac
0534__3,gac
0694__3,gac
0538__1,gac
0684__3,gac
0549__1,gac
0685__2,gac
0636__1,gac
0636__1,cla
0601__1,gac
0518__1,gac
0518__1,cla
0689__1,gac
092__0525__1,gac
0720__1,gac
0636__2,gac
0636__2,cla
0551__3,gac
0551__3,cla
0588__3,gac
0588__3,cla
0531__1,gac
0610__3,gac
0610__3,cla
0722__2,gac
0537__2,gac
0609__2,gac
0609__2,cla
0707__1,gac
0600__2,gac
0600__2,cla
0650__1,gac
0552__1,gac
0552__1,cla
0553__2,gac
0553__2,cla
0526__1,gac
0526__1,cla
0547__1,gac
0696__1,gac
0685__1,gac
092__0525__2,gac
182__0711__1,gac
0669__3,gac
0635__1,gac
0635__1,cla
0645__3,gac
0619__1,gac
0619__1,cla
0657__3,gac
0639__3,gac
0725__3,gac
016__0671__2,gac
0691__1,gac
218__0768__3,gac
0643__2,gac
0622__2,gac
0630__3,gac
0678__1,gac
0628__3,gac
131__0767__1,gac
174__0716__1,gac
0568__1,gac
0726__1,gac
0536__2,gac
0578__1,gac
0726__3,gac
0698__1,gac
0595__1,gac
0595__1,cla
0665__3,gac
0665__3,cla
0691__3,gac
0523__3,gac
0593__1,gac
0610__2,gac
0610__2,cla
0542__3,gac
0542__3,cla
051__0624__2,gac
0641__2,gac
0593__3,gac
040__0713__2,gac
0568__3,gac
182__0711__3,gac
0643__1,gac
0729__3,gac
0626__2,gac
0659__3,gac
0659__3,cla
0586__3,gac
0586__3,cla
0522__3,gac
0613__2,gac
122__0715__3,gac
0613__3,gac
0614__1,gac
0693__3,gac
0686__2,gac
0659__1,gac
0659__1,cla
200__0714__2,gac
0590__1,gac
0590__1,cla
0705__2,gac
0666__2,gac
0666__2,cla
0646__1,gac
0721__1,gac
0594__3,gac
0545__2,gac
0528__3,gac
0528__3,cla
187__0623__1,gac
0652__2,gac
0553__3,gac
0553__3,cla
0544__1,gac
0694__2,gac
080__0672__2,gac
0640__1,gac
0533__2,gac
0533__2,cla
202__0673__3,gac
0642__3,gac
0627__1,gac
0724__2,gac
0657__2,gac
0577__3,gac
0606__1,gac
0684__1,gac
0533__3,gac
0533__3,cla
0522__2,gac
0603__3,gac
0529__1,gac
0529__1,cla
0565__3,gac
0590__3,gac
0590__3,cla
0550__3,gac
0587__3,gac
0591__2,gac
0591__2,cla
0618__3,gac
0620__2,gac
0733__2,gac
0536__1,gac
0608__1,gac
0608__1,cla
052__0769__1,gac
0571__2,gac
0640__3,gac
0702__2,gac
0531__2,gac
0611__3,gac
0667__2,gac
0667__2,cla
193__0719__1,gac
0692__2,gac
110__0771__2,gac
0529__3,gac
0529__3,cla
176__0772__2,gac
0703__3,gac
0551__2,gac
0551__2,cla
014__0770__2,gac
0610__1,gac
0610__1,cla
0549__3,gac
0647__1,gac
0613__1,gac
0695__1,gac
0542__2,gac
0542__2,cla
0687__3,gac
0663__2,gac
0663__2,cla
0529__2,gac
0529__2,cla
0602__3,gac
0578__2,gac
0698__3,gac
218__0768__1,gac
0591__3,gac
0591__3,cla
0525__2,gac
0598__3,gac
0588__2,gac
0588__2,cla
0521__2,gac
170__0628__3,gac
0591__1,gac
0591__1,cla
0550__2,gac
0721__3,gac
0699__3,gac
0650__3,gac
0724__1,gac
0619__3,gac
0619__3,cla
0525__1,gac
0572__1,gac
0572__1,cla
174__0716__2,gac
0609__1,gac
0609__1,cla
0632__2,gac
0632__2,cla
187__0623__2,gac
0560__3,gac
080__0672__3,gac
0607__1,gac
0558__2,gac
0682__2,gac
0574__3,gac
0664__2,gac
0664__2,cla
0621__2,gac
168__0674__2,gac
0630__2,gac
0605__1,gac
045__0823__3,gac
0587__2,gac
0723__1,gac
0548__2,gac
0548__2,cla
0660__2,gac
0693__1,gac
0737__3,gac
0567__3,gac
0638__2,gac
0677__2,gac
0572__2,gac
0572__2,cla
0521__3,gac
193__0719__2,gac
0539__3,gac
0548__1,gac
0548__1,cla
0661__2,gac
0661__2,cla
0645__2,gac
0701__1,gac
0520__3,gac
122__0715__1,gac
0660__1,gac
0528__1,gac
0528__1,cla
0638__3,gac
0627__2,gac
0606__3,gac
0589__3,gac
158__0766__2,gac
0636__3,gac
0636__3,cla
0554__2,gac
0554__2,cla
0524__2,gac
168__0674__1,gac
0679__3,gac
0577__1,gac
0521__1,gac
0685__3,gac
200__0714__3,gac
193__0719__3,gac
0563__2,gac
0563__2,cla
0570__1,gac
0543__2,gac
0680__2,gac
0637__1,gac
150__0712__2,gac
0598__2,gac
0545__3,gac
154__0765__1,gac
0913__1,gel
0919__1,gel
0739__3,gel
0993__3,gel
0890__2,gel
131__0945__1,gel
236__0859__3,gel
103__0676__3,gel
0999__1,gel
244__0787__1,gel
0870__2,gel
0739__1,gel
215__0865__3,gel
1017__1,gel
0886__2,gel
0871__1,gel
020__0939__2,gel
213__0790__2,gel
0738__2,gel
094__0844__2,gel
075__0752__2,gel
0992__3,gel
0996__1,gel
068__0807__2,gel
236__0859__1,gel
1013__2,gel
1006__1,gel
0742__3,gel
0904__1,gel
223__0858__1,gel
0739__2,gel
076__0861__3,gel
213__0790__1,gel
222__0761__1,gel
0916__1,gel
0921__3,gel
218__0862__1,gel
0990__1,gel
189__0793__3,gel
242__0818__2,gel
215__0865__2,gel
141__0950__3,gel
192__0675__2,gel
192__0675__3,gel
068__0807__3,gel
1001__1,gel
0928__1,gel
0994__1,gel
153__0946__2,gel
235__0802__3,gel
1008__2,gel
098__0837__2,gel
150__0962__1,gel
034__0965__3,gel
0986__3,gel
0888__3,gel
178__0746__2,gel
017__0827__1,gel
056__0794__3,gel
0914__3,gel
0995__1,gel
145__0949__2,gel
1007__2,gel
0923__2,gel
102__0813__2,gel
1006__2,gel
034__0965__1,gel
0867__2,gel
1025__2,gel
047__0947__2,gel
0890__1,gel
0890__3,gel
220__0942__1,gel
1015__3,gel
1005__2,gel
063__0851__1,gel
253__0979__3,gel
0873__1,gel
0926__1,gel
073__0811__2,gel
0884__1,gel
1005__1,gel
169__0835__1,gel
062__0830__2,gel
0914__1,gel
050__0860__2,gel
0921__1,gel
125__0708__1,gel
045__0744__3,gel
165__0745__3,gel
224__0843__1,gel
1021__2,gel
031__0974__3,gel
0893__2,gel
153__0946__1,gel
170__0944__2,gel
232__0758__1,gel
042__0849__3,gel
025__0806__1,gel
241__0967__2,gel
143__0931__2,gel
080__0809__2,gel
0998__3,gel
073__0811__1,gel
1026__3,gel
1005__3,gel
0912__3,gel
0900__2,gel
0743__1,gel
0904__3,gel
231__0933__1,gel
250__0960__2,gel
1032__3,gel
0898__1,gel
1036__1,gel
186__0750__1,gel
0912__2,gel
0875__1,gel
253__0979__1,gel
048__0929__1,gel
191__0799__3,gel
020__0939__1,gel
178__0746__3,gel
014__0978__1,gel
193__0972__1,gel
1008__3,gel
0868__1,gel
1004__2,gel
0899__3,gel
1020__1,gel
0992__1,gel
1011__1,gel
187__0952__1,gel
0896__1,gel
0999__2,gel
1003__2,gel
0908__2,gel
0900__3,gel
253__0979__2,gel
0885__1,gel
195__0801__3,gel
103__0676__2,gel
0924__3,gel
0922__2,gel
1012__1,gel
0877__2,gel
208__0981__1,gel
066__0820__1,gel
214__0780__3,gel
170__0944__3,gel
1032__1,gel
1031__3,gel
032__0834__3,gel
224__0843__3,gel
184__0863__1,gel
140__0819__3,gel
137__0940__3,gel
064__0786__2,gel
0866__1,gel
145__0949__1,gel
0903__1,gel
184__0863__3,gel
0927__1,gel
187__0952__2,gel
012__0846__3,gel
125__0708__3,gel
096__0838__2,gel
082__0779__1,gel
0919__2,gel
196__0777__1,gel
088__0755__2,gel
005__0822__2,gel
211__0953__2,gel
193__0972__3,gel
0914__2,gel
1017__2,gel
099__0959__1,gel
1011__2,gel
006__0975__2,gel
175__0805__3,gel
165__0745__2,gel
084__0804__1,gel
0883__3,gel
0896__2,gel
209__0757__1,gel
0893__3,gel
137__0940__2,gel
1014__2,gel
090__0781__2,gel
0902__2,gel
034__0965__2,gel
0876__3,gel
245__0821__1,gel
125__0708__2,gel
0889__2,gel
224__0843__2,gel
1023__3,gel
165__0745__1,gel
0925__1,gel
1024__2,gel
102__0813__1,gel
014__0978__3,gel
1030__1,gel
0741__2,gel
004__0941__2,gel
0913__2,gel
150__0962__3,gel
0908__1,gel
152__0864__3,gel
071__0754__2,gel
195__0801__2,gel
096__0838__1,gel
063__0851__2,gel
105__0964__1,gel
252__0751__3,gel
0880__2,gel
1012__2,gel
044__0951__2,gel
235__0802__2,gel
020__0939__3,gel
079__0958__1,gel
1016__1,gel
012__0846__1,gel
007__0943__2,gel
081__0966__3,gel
154__0836__1,gel
0997__2,gel
192__0675__1,gel
142__0760__3,gel
0902__3,gel
079__0958__2,gel
163__0776__1,gel
249__0784__3,gel
151__0782__1,gel
0868__2,gel
0904__2,gel
1034__2,gel
1000__1,gel
0873__2,gel
0915__1,gel
088__0755__3,gel
0874__2,gel
1029__3,gel
0987__2,gel
251__0833__1,gel
0903__2,gel
237__0789__2,gel
213__0790__3,gel
0883__1,gel
1023__2,gel
0992__2,gel
143__0931__3,gel
194__0753__2,gel
0901__2,gel
0901__2,cla
233__1124__1,gel
0884__3,gel
1036__3,gel
0866__2,gel
175__0805__2,gel
042__0849__1,gel
193__0972__2,gel
036__0785__3,gel
168__0826__1,gel
0877__3,gel
018__0935__3,gel
245__0821__2,gel
076__0861__1,gel
096__0838__3,gel
1014__1,gel
0740__3,gel
0928__3,gel
151__0782__3,gel
0872__2,gel
0881__3,gel
0874__3,gel
0894__1,gel
074__0792__2,gel
018__0935__1,gel
1009__2,gel
092__0797__2,gel
048__0929__3,gel
060__0824__1,gel
212__0783__1,gel
072__0956__3,gel
233__1124__3,gel
075__0752__3,gel
147__0857__3,gel
069__0762__2,gel
168__0826__2,gel
185__0845__1,gel
0897__1,gel
1018__1,gel
0867__1,gel
0899__1,gel
1022__1,gel
1001__3,gel
139__0764__3,gel
169__0835__2,gel
036__0785__1,gel
062__0830__1,gel
077__0749__2,gel
023__0855__3,gel
0898__2,gel
0875__3,gel
0918__2,gel
028__0930__1,gel
136__0961__2,gel
212__0783__2,gel
1010__3,gel
196__0777__3,gel
001__0829__1,gel
248__0938__1,gel
142__0760__1,gel
0909__3,gel
214__0780__2,gel
188__0795__3,gel
1030__2,gel
0924__2,gel
231__0933__2,gel
1027__2,gel
163__0776__2,gel
0923__1,gel
057__0788__1,gel
246__0936__3,gel
090__0781__3,gel
161__0840__1,gel
045__0744__1,gel
060__0824__2,gel
243__0796__3,gel
185__0845__3,gel
047__0947__1,gel
0998__2,gel
240__0791__1,gel
0911__1,gel
0871__3,gel
169__0835__3,gel
0996__2,gel
0912__1,gel
0867__3,gel
0892__1,gel
047__0947__3,gel
0899__2,gel
044__0951__3,gel
208__0981__3,gel
122__0847__1,gel
026__0856__3,gel
221__0985__2,gel
006__0975__1,gel
014__0978__2,gel
214__0780__1,gel
0738__1,gel
252__0751__1,gel
0908__3,gel
1021__3,gel
0869__2,gel
244__0787__3,gel
0882__2,gel
131__0945__2,gel
1000__2,gel
0907__1,gel
246__0936__1,gel
244__0787__2,gel
098__0837__1,gel
0915__2,gel
0911__3,gel
075__0752__1,gel
152__0864__2,gel
092__0797__1,gel
0897__3,gel
1020__2,gel
004__0941__3,gel
071__0754__3,gel
1015__2,gel
0986__1,gel
171__0815__3,gel
211__0953__1,gel
0901__1,gel
0901__1,cla
0896__3,gel
0743__3,gel
134__0798__1,gel
219__0983__1,gel
005__0822__1,gel
012__0846__2,gel
080__0809__1,gel
0995__2,gel
196__0777__2,gel
0989__2,gel
0989__2,cla
152__0864__1,gel
0907__3,gel
069__0762__1,gel
0903__3,gel
242__0818__1,gel
1025__3,gel
1019__3,gel
217__0747__3,gel
1026__2,gel
105__0964__2,gel
243__0796__1,gel
1020__3,gel
219__0983__3,gel
1025__1,gel
0902__1,gel
0886__1,gel
177__0803__1,gel
212__0783__3,gel
056__0794__2,gel
0906__1,gel
241__0967__1,gel
103__0676__1,gel
018__0935__2,gel
042__0849__2,gel
0879__2,gel
141__0950__1,gel
006__0975__3,gel
041__0759__2,gel
0741__1,gel
0900__1,gel
0869__1,gel
066__0820__2,gel
0742__1,gel
0906__2,gel
171__0815__2,gel
097__0778__1,gel
1009__3,gel
0895__1,gel
099__0959__2,gel
0874__1,gel
0909__1,gel
131__0945__3,gel
050__0860__1,gel
217__0747__1,gel
0917__1,gel
032__0834__1,gel
073__0811__3,gel
1031__1,gel
0891__2,gel
188__0795__1,gel
1001__2,gel
161__0840__2,gel
0991__1,gel
1030__3,gel
1004__1,gel
240__0791__3,gel
176__0982__3,gel
052__0963__3,gel
0927__2,gel
171__0815__1,gel
0740__2,gel
0905__2,gel
160__0832__2,gel
072__0956__1,gel
133__0977__1,gel
1010__2,gel
052__0963__1,gel
071__0754__1,gel
237__0789__1,gel
057__0788__3,gel
108__0955__3,gel
177__0803__3,gel
0885__2,gel
0880__1,gel
211__0953__3,gel
025__0806__2,gel
0986__2,gel
139__0764__1,gel
082__0779__3,gel
154__0836__3,gel
094__0844__3,gel
088__0755__1,gel
136__0961__3,gel
248__0938__2,gel
1019__2,gel
0892__2,gel
045__0744__2,gel
044__0951__1,gel
082__0779__2,gel
031__0974__2,gel
160__0832__1,gel
221__0985__1,gel
217__0747__2,gel
141__0950__2,gel
026__0856__1,gel
056__0794__1,gel
090__0781__1,gel
0875__2,gel
0883__2,gel
0923__3,gel
0927__3,gel
0997__3,gel
0916__3,gel
0866__3,gel
0876__2,gel
194__0753__1,gel
243__0796__2,gel
001__0829__3,gel
191__0799__2,gel
252__0751__2,gel
1011__3,gel
072__0956__2,gel
0918__3,gel
1031__2,gel
0740__1,gel
